0.0,1084,93.19
0.2,1084,93.19
0.4,1084,93.19
0.6,1084,93.19
0.8,1084,93.19
1.0,1084,93.19
0.0,1170,93.19
0.2,1170,93.19
0.4,1170,93.19
0.6,1170,93.19
0.8,1170,93.19
1.0,1170,93.19
0.0,1196,93.19
0.2,1196,93.19
0.4,1196,93.19
0.6,1196,93.19
0.8,1196,93.19
1.0,1196,93.19
0.0,1165,93.19
0.2,1165,93.19
0.4,1165,93.19
0.6,1165,93.19
0.8,1165,93.19
1.0,1165,93.19
0.0,1111,93.19
0.2,1111,93.19
0.4,1111,93.19
0.6,1111,93.19
0.8,1111,93.19
1.0,1111,93.19
0.0,1137,93.19
0.2,1137,93.19
0.4,1137,93.19
0.6,1137,93.19
0.8,1137,93.19
1.0,1137,93.19
0.0,1135,93.19
0.2,1135,93.19
0.4,1135,93.19
0.6,1135,93.19
0.8,1135,93.19
1.0,1135,93.19
0.0,1094,93.19
0.2,1094,93.19
0.4,1094,93.19
0.6,1094,93.19
0.8,1094,93.19
1.0,1094,93.19
0.0,1107,93.19
0.2,1107,93.19
0.4,1107,93.19
0.6,1107,93.19
0.8,1107,93.19
1.0,1107,93.19
0.0,1120,93.19
0.2,1120,93.19
0.4,1120,93.19
0.6,1120,93.19
0.8,1120,93.19
1.0,1120,93.19
